date,rides,prcp,snow,snwd,tmin,tmid,tmax,holiday
2017-01-01,16009,0.0,0.0,0.0,40,44.0,48,True
2017-01-02,8921,0.21,0.0,0.0,37,39.0,41,True
2017-01-03,14198,0.58,0.0,0.0,39,41.0,43,False
2017-01-04,34039,0.0,0.0,0.0,34,43.0,52,False
2017-01-05,28393,0.0,0.0,0.0,27,30.5,34,False
2017-01-06,24177,0.05,1.2,1.2,25,29.0,33,False
2017-01-07,4425,0.32,5.1,0.0,20,23.0,26,False
2017-01-08,6417,0.0,0.0,3.9,16,20.5,25,False
2017-01-09,15856,0.0,0.0,3.1,14,18.5,23,False
2017-01-10,23232,0.0,0.0,3.1,21,33.5,46,False
2017-01-11,32419,0.52,0.0,0.0,42,47.0,52,False
2017-01-12,39783,0.05,0.0,0.0,47,56.5,66,False
2017-01-13,33611,0.0,0.0,0.0,32,47.0,62,False
2017-01-14,13819,0.12,0.6,0.0,28,31.0,34,False
2017-01-15,17384,0.0,0.0,1.2,30,34.0,38,False
2017-01-16,24110,0.0,0.0,0.0,30,36.5,43,True
2017-01-17,18646,0.35,0.0,0.0,38,40.0,42,False
2017-01-18,30857,0.06,0.0,0.0,38,39.5,41,False
2017-01-19,36561,0.0,0.0,0.0,39,44.0,49,False
2017-01-20,26752,0.1,0.0,0.0,40,42.5,45,False
2017-01-21,26610,0.0,0.0,0.0,41,45.0,49,False
2017-01-22,20523,0.05,0.0,0.0,43,45.5,48,False
2017-01-23,15822,1.16,0.0,0.0,36,40.0,44,False
2017-01-24,13171,1.18,0.0,0.0,35,36.5,38,False
2017-01-25,36931,0.0,0.0,0.0,36,43.5,51,False
2017-01-26,33002,0.02,0.0,0.0,43,49.5,56,False
2017-01-27,32394,0.0,0.0,0.0,36,39.5,43,False
2017-01-28,21302,0.0,0.0,0.0,34,36.5,39,False
2017-01-29,22527,0.0,0.0,0.0,35,39.0,43,False
2017-01-30,29616,0.0,0.0,0.0,30,33.5,37,False
2017-01-31,25169,0.06,1.0,0.0,26,30.0,34,False
2017-02-01,35221,0.0,0.0,0.0,33,40.0,47,False
2017-02-02,34517,0.0,0.0,0.0,32,38.5,45,False
2017-02-03,29632,0.0,0.0,0.0,26,29.5,33,False
2017-02-04,19204,0.0,0.0,0.0,22,28.0,34,False
2017-02-05,20059,0.0,0.0,0.0,31,37.0,43,False
2017-02-06,33415,0.0,0.0,0.0,36,42.5,49,False
2017-02-07,23053,0.27,0.0,0.0,36,39.0,42,False
2017-02-08,40428,0.03,0.0,0.0,38,50.0,62,False
2017-02-10,1997,0.0,0.0,7.9,19,25.5,32,False
2017-02-11,8959,0.0,0.0,5.1,30,39.0,48,False
2017-02-12,5801,0.46,0.0,2.0,30,35.0,40,False
2017-02-13,23857,0.02,0.0,2.0,31,35.0,39,False
2017-02-14,29668,0.0,0.0,2.0,28,34.5,41,False
2017-02-15,32052,0.0,0.0,0.0,35,41.0,47,False
2017-02-16,29120,0.0,0.0,0.0,28,31.5,35,False
2017-02-17,28735,0.0,0.0,0.0,26,33.5,41,False
2017-02-18,30571,0.0,0.0,0.0,35,49.0,63,False
2017-02-19,36963,0.0,0.0,0.0,53,59.0,65,False
2017-02-20,32292,0.0,0.0,0.0,39,47.0,55,True
2017-02-21,32643,0.0,0.0,0.0,34,40.5,47,False
2017-02-22,38119,0.0,0.0,0.0,42,49.5,57,False
2017-02-23,42434,0.0,0.0,0.0,44,54.5,65,False
2017-02-24,47031,0.0,0.0,0.0,58,64.0,70,False
2017-02-25,33343,0.54,0.0,0.0,44,53.5,63,False
2017-02-26,24714,0.0,0.0,0.0,36,40.0,44,False
2017-02-27,35984,0.0,0.0,0.0,35,44.5,54,False
2017-02-28,41835,0.0,0.0,0.0,47,53.0,59,False
2017-03-01,40592,0.12,0.0,0.0,54,62.0,70,False
2017-03-02,35739,0.0,0.0,0.0,35,49.5,64,False
2017-03-03,31105,0.0,0.0,0.0,24,31.5,39,False
2017-03-04,15646,0.0,0.0,0.0,17,23.5,30,False
2017-03-05,15919,0.0,0.0,0.0,14,25.5,37,False
2017-03-06,32467,0.0,0.0,0.0,26,35.5,45,False
2017-03-07,29683,0.1,0.0,0.0,42,49.0,56,False
2017-03-08,43469,0.02,0.0,0.0,47,53.0,59,False
2017-03-09,45252,0.0,0.0,0.0,47,54.0,61,False
2017-03-10,18412,0.31,2.1,0.0,23,35.0,47,False
2017-03-11,15185,0.0,0.0,1.2,17,23.0,29,False
2017-03-12,13442,0.0,0.0,0.0,19,24.0,29,False
2017-03-13,27417,0.0,0.0,0.0,20,28.0,36,False
2017-03-17,7098,0.0,0.0,3.9,29,38.0,47,False
2017-03-18,4106,0.08,0.0,3.1,34,36.5,39,False
2017-03-19,10550,0.0,0.0,3.1,34,40.5,47,False
2017-03-20,27378,0.0,0.0,0.0,33,42.5,52,False
2017-03-21,36824,0.0,0.0,0.0,42,50.5,59,False
2017-03-22,26927,0.0,0.0,0.0,24,37.0,50,False
2017-03-23,29885,0.0,0.0,0.0,23,32.5,42,False
2017-03-24,34018,0.0,0.0,0.0,36,46.5,57,False
2017-03-25,29646,0.01,0.0,0.0,42,52.0,62,False
2017-03-26,19893,0.14,0.0,0.0,37,39.5,42,False
2017-03-27,26301,0.26,0.0,0.0,37,45.0,53,False
2017-03-28,21589,0.72,0.0,0.0,41,43.5,46,False
2017-03-29,42430,0.0,0.0,0.0,42,51.0,60,False
2017-03-30,39746,0.01,0.0,0.0,38,45.0,52,False
2017-03-31,6946,1.51,0.0,0.0,37,40.0,43,False
2017-04-01,23849,0.0,0.0,0.0,37,42.5,48,False
2017-04-02,39780,0.0,0.0,0.0,40,51.5,63,False
2017-04-03,43485,0.03,0.0,0.0,48,55.5,63,False
2017-04-04,29991,1.18,0.0,0.0,45,48.0,51,False
2017-04-05,47636,0.0,0.0,0.0,45,55.0,65,False
2017-04-06,18020,0.73,0.0,0.0,40,46.5,53,False
2017-04-07,35779,0.0,0.0,0.0,40,45.5,51,False
2017-04-08,35936,0.0,0.0,0.0,40,48.5,57,False
2017-04-09,43896,0.0,0.0,0.0,45,56.0,67,False
2017-04-10,50424,0.0,0.0,0.0,53,63.5,74,False
2017-04-11,57310,0.0,0.0,0.0,61,70.5,80,False
2017-04-12,51188,0.02,0.0,0.0,58,67.0,76,False
2017-04-13,52915,0.0,0.0,0.0,48,56.5,65,False
2017-04-14,52232,0.0,0.0,0.0,48,57.0,66,False
2017-04-15,42531,0.0,0.0,0.0,51,58.0,65,False
2017-04-16,48140,0.0,0.0,0.0,59,73.0,87,False
2017-04-17,53247,0.0,0.0,0.0,58,66.0,74,False
2017-04-18,53809,0.0,0.0,0.0,47,56.0,65,False
2017-04-19,45787,0.0,0.0,0.0,45,49.5,54,False
2017-04-20,44264,0.17,0.0,0.0,50,58.0,66,False
2017-04-21,39868,0.29,0.0,0.0,48,50.5,53,False
2017-04-22,34596,0.11,0.0,0.0,49,53.0,57,False
2017-04-23,49107,0.0,0.0,0.0,46,56.0,66,False
2017-04-24,48692,0.0,0.0,0.0,48,54.0,60,False
2017-04-25,20332,0.91,0.0,0.0,49,51.5,54,False
2017-04-26,37727,0.34,0.0,0.0,53,56.5,60,False
2017-04-27,52035,0.0,0.0,0.0,57,63.5,70,False
2017-04-28,62199,0.0,0.0,0.0,58,71.5,85,False
2017-04-29,57701,0.06,0.0,0.0,64,74.5,85,False
2017-04-30,42928,0.0,0.0,0.0,52,59.5,67,False
2017-05-01,56218,0.0,0.0,0.0,49,61.5,74,False
2017-05-02,61207,0.0,0.0,0.0,62,68.5,75,False
2017-05-03,59252,0.0,0.0,0.0,51,58.0,65,False
2017-05-04,57429,0.0,0.0,0.0,47,55.5,64,False
2017-05-05,24009,3.02,0.0,0.0,51,55.0,59,False
2017-05-06,46618,0.18,0.0,0.0,52,59.5,67,False
2017-05-07,34293,0.01,0.0,0.0,47,51.5,56,False
2017-05-08,51553,0.0,0.0,0.0,44,50.5,57,False
2017-05-09,56461,0.0,0.0,0.0,47,55.0,63,False
2017-05-10,58454,0.0,0.0,0.0,49,56.0,63,False
2017-05-11,57208,0.0,0.0,0.0,51,56.5,62,False
2017-05-12,56675,0.0,0.0,0.0,48,56.5,65,False
2017-05-13,5704,1.61,0.0,0.0,45,49.0,53,False
2017-05-14,38729,0.02,0.0,0.0,46,56.5,67,False
2017-05-15,54715,0.0,0.0,0.0,53,60.5,68,False
2017-05-16,64504,0.0,0.0,0.0,56,67.5,79,False
2017-05-17,65794,0.0,0.0,0.0,65,77.5,90,False
2017-05-18,63753,0.0,0.0,0.0,75,83.5,92,False
2017-05-19,62143,0.0,0.0,0.0,66,78.5,91,False
2017-05-20,47859,0.01,0.0,0.0,55,60.0,65,False
2017-05-21,54874,0.0,0.0,0.0,52,60.5,69,False
2017-05-22,24627,0.59,0.0,0.0,53,57.0,61,False
2017-05-23,60032,0.0,0.0,0.0,56,62.5,69,False
2017-05-24,60622,0.04,0.0,0.0,56,62.5,69,False
2017-05-25,17495,0.58,0.0,0.0,56,57.5,59,False
2017-05-26,53768,0.1,0.0,0.0,56,64.5,73,False
2017-05-27,46534,0.0,0.0,0.0,59,65.0,71,False
2017-05-28,46727,0.0,0.0,0.0,58,64.5,71,False
2017-05-29,26322,0.13,0.0,0.0,56,58.5,61,True
2017-05-30,50194,0.06,0.0,0.0,55,57.5,60,False
2017-05-31,59495,0.03,0.0,0.0,58,66.5,75,False
2017-06-01,67403,0.0,0.0,0.0,59,69.0,79,False
2017-06-02,66907,0.01,0.0,0.0,57,66.5,76,False
2017-06-03,56264,0.01,0.0,0.0,55,64.0,73,False
2017-06-04,40138,0.09,0.0,0.0,56,63.0,70,False
2017-06-05,55883,0.02,0.0,0.0,58,62.5,67,False
2017-06-06,41268,0.06,0.0,0.0,52,55.0,58,False
2017-06-07,64453,0.0,0.0,0.0,51,59.0,67,False
2017-06-08,62653,0.0,0.0,0.0,55,62.0,69,False
2017-06-09,66506,0.0,0.0,0.0,53,66.5,80,False
2017-06-10,57087,0.0,0.0,0.0,66,75.5,85,False
2017-06-11,51427,0.0,0.0,0.0,72,81.0,90,False
2017-06-12,57871,0.0,0.0,0.0,76,84.5,93,False
2017-06-13,60921,0.0,0.0,0.0,77,85.5,94,False
2017-06-14,60513,0.29,0.0,0.0,69,76.5,84,False
2017-06-15,64763,0.0,0.0,0.0,64,70.0,76,False
2017-06-16,56403,0.0,0.0,0.0,63,65.5,68,False
2017-06-17,34900,1.39,0.0,0.0,66,70.0,74,False
2017-06-18,49472,0.0,0.0,0.0,70,77.5,85,False
2017-06-19,38310,1.35,0.0,0.0,70,79.0,88,False
2017-06-20,64673,0.03,0.0,0.0,71,77.0,83,False
2017-06-21,67218,0.0,0.0,0.0,71,77.0,83,False
2017-06-22,66308,0.0,0.0,0.0,68,75.5,83,False
2017-06-23,55323,0.04,0.0,0.0,76,79.5,83,False
2017-06-24,52153,1.29,0.0,0.0,71,77.5,84,False
2017-06-25,54655,0.0,0.0,0.0,68,75.5,83,False
2017-06-26,62669,0.0,0.0,0.0,64,71.5,79,False
2017-06-27,64767,0.18,0.0,0.0,60,68.5,77,False
2017-06-28,67752,0.0,0.0,0.0,61,69.5,78,False
2017-06-29,64272,0.0,0.0,0.0,68,75.0,82,False
2017-06-30,58662,0.0,0.0,0.0,73,80.5,88,False
2017-07-01,36737,0.23,0.0,0.0,71,78.0,85,False
2017-07-02,43036,0.0,0.0,0.0,72,79.5,87,False
2017-07-03,48193,0.45,0.0,0.0,71,79.5,88,False
2017-07-04,49924,0.0,0.0,0.0,70,77.5,85,True
2017-07-05,60321,0.0,0.0,0.0,70,77.5,85,False
2017-07-06,62147,0.0,0.0,0.0,71,74.0,77,False
2017-07-07,44068,1.78,0.0,0.0,68,74.0,80,False
2017-07-08,55015,0.0,0.0,0.0,69,76.5,84,False
2017-07-09,57118,0.0,0.0,0.0,67,74.0,81,False
2017-07-10,60907,0.0,0.0,0.0,68,76.0,84,False
2017-07-11,61671,0.0,0.0,0.0,75,80.0,85,False
2017-07-12,61786,0.0,0.0,0.0,77,82.5,88,False
2017-07-13,56475,0.0,0.0,0.0,73,81.5,90,False
2017-07-14,31851,0.35,0.0,0.0,65,69.0,73,False
2017-07-15,56499,0.0,0.0,0.0,68,76.0,84,False
2017-07-16,56833,0.0,0.0,0.0,68,77.5,87,False
2017-07-17,62555,0.0,0.0,0.0,73,79.0,85,False
2017-07-18,66234,0.0,0.0,0.0,73,80.5,88,False
2017-07-19,63915,0.0,0.0,0.0,77,84.5,92,False
2017-07-20,59663,0.01,0.0,0.0,77,85.5,94,False
2017-07-21,60072,0.0,0.0,0.0,76,84.0,92,False
2017-07-22,48011,0.57,0.0,0.0,71,81.5,92,False
2017-07-23,46942,0.06,0.0,0.0,71,75.0,79,False
2017-07-24,43792,0.74,0.0,0.0,63,68.0,73,False
2017-07-25,65336,0.0,0.0,0.0,62,66.5,71,False
2017-07-26,70323,0.0,0.0,0.0,65,71.0,77,False
2017-07-27,65769,0.0,0.0,0.0,65,71.5,78,False
2017-07-28,63899,0.0,0.0,0.0,71,78.0,85,False
2017-07-29,52947,0.0,0.0,0.0,67,72.0,77,False
2017-07-30,59342,0.0,0.0,0.0,64,73.0,82,False
2017-07-31,64218,0.0,0.0,0.0,66,77.0,88,False
2017-08-01,66677,0.0,0.0,0.0,71,81.5,92,False
2017-08-02,56184,0.09,0.0,0.0,69,77.5,86,False
2017-08-03,66149,0.0,0.0,0.0,68,77.5,87,False
2017-08-04,56394,0.15,0.0,0.0,69,76.5,84,False
2017-08-05,58971,0.3,0.0,0.0,69,73.5,78,False
2017-08-06,56476,0.0,0.0,0.0,64,70.0,76,False
2017-08-07,23395,0.76,0.0,0.0,64,67.5,71,False
2017-08-08,65233,0.0,0.0,0.0,65,71.5,78,False
2017-08-09,67884,0.0,0.0,0.0,64,74.5,85,False
2017-08-10,66249,0.0,0.0,0.0,68,75.5,83,False
2017-08-11,63140,0.0,0.0,0.0,69,75.5,82,False
2017-08-12,60540,0.11,0.0,0.0,64,70.5,77,False
2017-08-13,57518,0.0,0.0,0.0,71,77.0,83,False
2017-08-14,61482,0.0,0.0,0.0,70,75.0,80,False
2017-08-15,52461,0.45,0.0,0.0,68,71.0,74,False
2017-08-16,68436,0.0,0.0,0.0,70,78.5,87,False
2017-08-17,66656,0.0,0.0,0.0,69,76.0,83,False
2017-08-18,36620,0.88,0.0,0.0,73,77.5,82,False
2017-08-19,62442,0.0,0.0,0.0,73,79.5,86,False
2017-08-20,55442,0.0,0.0,0.0,69,75.0,81,False
2017-08-21,61059,0.0,0.0,0.0,71,79.0,87,False
2017-08-22,60541,0.3,0.0,0.0,72,80.5,89,False
2017-08-23,65070,0.0,0.0,0.0,70,75.5,81,False
2017-08-24,66307,0.0,0.0,0.0,65,72.5,80,False
2017-08-25,64217,0.0,0.0,0.0,63,70.5,78,False
2017-08-26,50109,0.0,0.0,0.0,62,70.0,78,False
2017-08-27,54598,0.0,0.0,0.0,63,70.5,78,False
2017-08-28,60886,0.0,0.0,0.0,63,69.5,76,False
2017-08-29,35152,0.29,0.0,0.0,61,64.5,68,False
2017-08-30,65329,0.01,0.0,0.0,60,69.0,78,False
2017-08-31,64881,0.0,0.0,0.0,64,72.5,81,False
2017-09-01,54881,0.0,0.0,0.0,55,63.0,71,False
2017-09-02,37812,0.53,0.0,0.0,54,61.0,68,False
2017-09-03,30955,0.74,0.0,0.0,59,64.0,69,False
2017-09-04,55285,0.0,0.0,0.0,61,70.5,80,True
2017-09-05,65445,0.0,0.0,0.0,69,77.0,85,False
2017-09-06,42295,0.42,0.0,0.0,61,66.5,72,False
2017-09-07,69519,0.01,0.0,0.0,59,65.0,71,False
2017-09-08,69574,0.0,0.0,0.0,58,64.5,71,False
2017-09-09,60155,0.0,0.0,0.0,55,62.5,70,False
2017-09-10,60711,0.0,0.0,0.0,57,64.5,72,False
2017-09-11,71917,0.0,0.0,0.0,55,65.5,76,False
2017-09-12,74580,0.0,0.0,0.0,59,68.5,78,False
2017-09-13,69566,0.06,0.0,0.0,64,73.5,83,False
2017-09-14,72071,0.02,0.0,0.0,70,75.5,81,False
2017-09-15,72297,0.0,0.0,0.0,67,74.0,81,False
2017-09-16,61036,0.0,0.0,0.0,70,76.0,82,False
2017-09-17,59967,0.0,0.0,0.0,68,74.5,81,False
2017-09-18,64130,0.0,0.0,0.0,68,70.5,73,False
2017-09-19,57910,0.22,0.0,0.0,69,73.5,78,False
2017-09-20,71150,0.0,0.0,0.0,71,75.0,79,False
2017-09-21,67742,0.0,0.0,0.0,71,75.5,80,False
2017-09-22,70127,0.0,0.0,0.0,66,74.0,82,False
2017-09-23,62687,0.0,0.0,0.0,68,77.5,87,False
2017-09-24,57458,0.0,0.0,0.0,69,80.0,91,False
2017-09-25,69200,0.0,0.0,0.0,70,79.0,88,False
2017-09-26,71518,0.0,0.0,0.0,68,76.0,84,False
2017-09-27,69897,0.0,0.0,0.0,69,78.0,87,False
2017-09-28,70883,0.0,0.0,0.0,59,69.0,79,False
2017-09-29,67177,0.0,0.0,0.0,55,61.5,68,False
2017-09-30,50153,0.0,0.0,0.0,54,60.0,66,False
2017-10-01,55505,0.0,0.0,0.0,50,59.0,68,False
2017-10-02,65511,0.0,0.0,0.0,52,62.5,73,False
2017-10-03,69105,0.0,0.0,0.0,57,64.0,71,False
2017-10-04,71454,0.0,0.0,0.0,56,65.5,75,False
2017-10-05,70174,0.0,0.0,0.0,65,74.0,83,False
2017-10-06,70257,0.0,0.0,0.0,68,75.0,82,False
2017-10-07,63635,0.0,0.0,0.0,66,73.5,81,False
2017-10-08,41044,0.22,0.0,0.0,72,74.5,77,False
2017-10-09,38391,0.26,0.0,0.0,71,74.0,77,True
2017-10-10,74118,0.0,0.0,0.0,66,73.5,81,False
2017-10-11,63589,0.06,0.0,0.0,60,68.5,77,False
2017-10-12,61248,0.07,0.0,0.0,55,59.5,64,False
2017-10-13,67020,0.0,0.0,0.0,52,59.5,67,False
2017-10-14,58777,0.08,0.0,0.0,61,66.5,72,False
2017-10-15,56529,0.0,0.0,0.0,65,69.5,74,False
2017-10-16,61730,0.01,0.0,0.0,46,57.5,69,False
2017-10-17,64480,0.0,0.0,0.0,42,50.0,58,False
2017-10-18,70234,0.0,0.0,0.0,50,61.0,72,False
2017-10-19,72311,0.0,0.0,0.0,56,63.5,71,False
2017-10-20,72173,0.0,0.0,0.0,57,65.0,73,False
2017-10-21,65874,0.0,0.0,0.0,56,67.0,78,False
2017-10-22,62150,0.0,0.0,0.0,57,66.5,76,False
2017-10-23,69274,0.0,0.0,0.0,61,67.5,74,False
2017-10-24,48077,0.2,0.0,0.0,67,70.5,74,False
2017-10-25,71287,0.0,0.0,0.0,57,62.0,67,False
2017-10-26,64003,0.0,0.0,0.0,50,54.0,58,False
2017-10-27,69268,0.0,0.0,0.0,47,54.5,62,False
2017-10-28,61348,0.0,0.0,0.0,55,62.0,69,False
2017-10-29,9537,3.03,0.0,0.0,60,63.5,67,False
2017-10-30,49247,0.25,0.0,0.0,46,53.5,61,False
2017-10-31,60242,0.0,0.0,0.0,45,51.0,57,False
2017-11-01,60773,0.0,0.0,0.0,43,51.0,59,False
2017-11-02,70810,0.0,0.0,0.0,58,65.0,72,False
2017-11-03,71818,0.0,0.0,0.0,51,62.5,74,False
2017-11-04,53435,0.0,0.0,0.0,46,51.0,56,False
2017-11-05,34943,0.02,0.0,0.0,51,56.0,61,False
2017-11-06,57606,0.01,0.0,0.0,46,56.0,66,False
2017-11-07,36362,0.7,0.0,0.0,40,44.5,49,False
2017-11-08,54211,0.0,0.0,0.0,39,44.0,49,False
2017-11-09,58417,0.0,0.0,0.0,39,47.0,55,False
2017-11-10,38432,0.01,0.0,0.0,25,38.0,51,True
2017-11-11,28142,0.0,0.0,0.0,24,31.0,38,True
2017-11-12,32471,0.0,0.0,0.0,32,39.0,46,False
2017-11-13,38753,0.07,0.0,0.0,39,43.0,47,False
2017-11-14,52279,0.0,0.0,0.0,35,41.5,48,False
2017-11-15,54230,0.0,0.0,0.0,37,44.0,51,False
2017-11-16,49737,0.2,0.0,0.0,43,50.0,57,False
2017-11-17,48991,0.0,0.0,0.0,37,42.0,47,False
2017-11-18,27745,0.1,0.0,0.0,34,45.0,56,False
2017-11-19,31598,0.23,0.0,0.0,38,48.5,59,False
2017-11-20,45121,0.0,0.0,0.0,36,41.5,47,False
2017-11-21,52451,0.0,0.0,0.0,42,50.0,58,False
2017-11-22,32298,0.21,0.0,0.0,35,45.5,56,False
2017-11-23,13705,0.0,0.0,0.0,31,37.0,43,True
2017-11-24,23724,0.0,0.0,0.0,35,42.5,50,False
2017-11-25,30518,0.0,0.0,0.0,43,50.0,57,False
2017-11-26,27181,0.0,0.0,0.0,40,45.5,51,False
2017-11-27,46733,0.0,0.0,0.0,39,45.0,51,False
2017-11-28,51170,0.0,0.0,0.0,36,45.0,54,False
2017-11-29,55295,0.0,0.0,0.0,42,52.5,63,False
2017-11-30,51700,0.03,0.0,0.0,38,45.5,53,False
2017-12-01,50708,0.0,0.0,0.0,42,47.0,52,False
2017-12-02,38923,0.0,0.0,0.0,39,43.5,48,False
2017-12-03,33728,0.0,0.0,0.0,42,45.0,48,False
2017-12-04,49630,0.0,0.0,0.0,40,45.5,51,False
2017-12-05,41792,0.75,0.0,0.0,50,55.5,61,False
2017-12-06,46335,0.0,0.0,0.0,40,49.5,59,False
2017-12-07,45367,0.0,0.0,0.0,37,40.5,44,False
2017-12-08,41330,0.0,0.0,0.0,34,36.5,39,False
2017-12-09,10804,0.46,4.6,0.0,30,32.5,35,False
2017-12-10,19815,0.0,0.0,3.9,29,34.0,39,False
2017-12-11,41838,0.0,0.0,2.0,33,37.0,41,False
2017-12-12,42620,0.0,0.0,0.0,29,39.5,50,False
2017-12-13,32623,0.0,0.0,0.0,20,25.5,31,False
2017-12-14,27495,0.09,1.2,1.2,22,27.0,32,False
2017-12-15,22944,0.11,1.2,1.2,20,24.0,28,False
2017-12-16,19060,0.0,0.0,2.0,23,31.0,39,False
2017-12-17,22403,0.0,0.0,1.2,32,35.0,38,False
2017-12-18,40168,0.02,0.0,0.0,34,40.5,47,False
2017-12-19,49503,0.0,0.0,0.0,45,50.0,55,False
2017-12-20,41463,0.0,0.0,0.0,34,42.5,51,False
2017-12-21,37592,0.0,0.0,0.0,32,35.5,39,False
2017-12-22,34341,0.0,0.0,0.0,35,42.5,50,False
2017-12-23,9608,0.49,0.0,0.0,38,43.0,48,False
2017-12-24,13216,0.01,0.0,0.0,36,38.5,41,False
2017-12-25,6479,0.23,0.0,0.0,28,33.0,38,True
2017-12-26,14113,0.0,0.0,0.0,23,25.5,28,False
2017-12-27,16365,0.0,0.0,0.0,17,20.5,24,False
2017-12-28,13420,0.0,0.0,0.0,11,14.5,18,False
2017-12-29,13759,0.0,0.0,0.0,11,16.5,22,False
2017-12-30,5956,0.05,0.7,0.0,17,20.0,23,False
2017-12-31,6569,0.0,0.0,0.0,9,15.0,21,False
2018-01-01,5500,0.0,0.0,0.0,7,13.0,19,True
2018-01-02,18818,0.0,0.0,0.0,13,19.5,26,False
2018-01-03,24299,0.0,0.0,0.0,16,23.0,30,False
2018-01-04,1922,0.76,9.8,1.2,19,24.0,29,False
2018-01-05,4972,0.0,0.0,7.1,9,14.0,19,False
2018-01-06,4295,0.0,0.0,5.9,6,9.5,13,False
2018-01-07,5640,0.0,0.0,5.9,5,11.5,18,False
2018-01-08,15821,0.01,0.0,5.1,17,24.0,31,False
2018-01-09,25091,0.0,0.0,5.1,30,37.0,44,False
2018-01-10,28252,0.0,0.0,3.9,30,36.5,43,False
2018-01-11,33961,0.0,0.0,3.1,41,47.0,53,False
2018-01-12,22254,0.54,0.0,0.0,44,52.5,61,False
2018-01-13,17760,0.05,0.0,0.0,19,38.5,58,False
2018-01-14,12399,0.0,0.0,0.0,15,20.0,25,False
2018-01-15,17637,0.0,0.0,0.0,16,23.0,30,True
2018-01-16,30278,0.0,0.0,0.0,25,30.5,36,False
2018-01-17,19010,0.19,0.4,0.0,22,29.0,36,False
2018-01-18,27662,0.0,0.0,0.0,18,25.0,32,False
2018-01-19,30525,0.0,0.0,0.0,24,32.5,41,False
2018-01-20,28507,0.0,0.0,0.0,38,45.0,52,False
2018-01-21,27908,0.0,0.0,0.0,42,46.0,50,False
2018-01-22,36865,0.01,0.0,0.0,38,43.5,49,False
2018-01-23,28797,0.3,0.0,0.0,38,49.0,60,False
2018-01-24,36078,0.0,0.0,0.0,27,35.5,44,False
2018-01-25,31147,0.0,0.0,0.0,23,28.5,34,False
2018-01-26,33073,0.0,0.0,0.0,26,32.0,38,False
2018-01-27,34351,0.0,0.0,0.0,35,45.5,56,False
2018-01-28,20101,0.21,0.0,0.0,46,50.5,55,False
2018-01-29,36799,0.0,0.1,0.0,35,41.0,47,False
2018-01-30,27996,0.11,0.9,0.0,24,30.0,36,False
2018-01-31,31276,0.0,0.0,0.0,18,25.5,33,False
2018-02-01,35561,0.05,0.0,0.0,32,38.5,45,False
2018-02-02,26313,0.18,0.0,0.0,17,29.0,41,False
2018-02-03,18385,0.0,0.0,0.0,16,23.5,31,False
2018-02-04,13959,0.96,0.0,0.0,30,38.0,46,False
2018-02-05,29068,0.0,0.0,0.0,26,33.0,40,False
2018-02-06,34102,0.0,0.0,0.0,26,31.5,37,False
2018-02-07,15289,0.85,0.5,0.0,30,37.5,45,False
2018-02-08,31564,0.0,0.0,0.0,25,29.0,33,False
2018-02-09,31567,0.0,0.0,0.0,26,32.5,39,False
2018-02-10,16324,0.58,0.0,0.0,39,44.5,50,False
2018-02-11,8809,1.21,0.0,0.0,45,53.5,62,False
2018-02-12,35139,0.0,0.0,0.0,32,47.0,62,False
2018-02-13,35189,0.0,0.0,0.0,26,32.0,38,False
2018-02-14,39591,0.08,0.0,0.0,35,44.0,53,False
2018-02-15,44193,0.16,0.0,0.0,46,54.0,62,False
2018-02-16,29191,0.09,0.0,0.0,36,47.0,58,False
2018-02-17,17921,0.52,4.4,0.0,28,34.0,40,False
2018-02-18,21538,0.01,0.0,3.1,33,38.5,44,False
2018-02-19,25677,0.04,0.0,0.0,36,42.5,49,True
2018-02-20,44480,0.0,0.0,0.0,47,57.0,67,False
2018-02-21,53115,0.06,0.0,0.0,55,66.5,78,False
2018-02-22,27010,0.17,0.0,0.0,37,48.0,59,False
2018-02-23,25634,0.06,0.0,0.0,36,39.0,42,False
2018-02-24,25550,0.08,0.0,0.0,42,48.5,55,False
2018-02-25,16150,0.73,0.0,0.0,40,42.0,44,False
2018-02-26,42570,0.0,0.0,0.0,43,47.5,52,False
2018-02-27,48516,0.0,0.0,0.0,39,47.5,56,False
2018-02-28,50709,0.0,0.0,0.0,42,51.5,61,False
2018-03-01,45564,0.38,0.0,0.0,44,52.0,60,False
2018-03-02,6855,1.86,0.0,0.0,34,39.0,44,False
2018-03-03,28364,0.0,0.0,0.0,36,42.5,49,False
2018-03-04,25262,0.0,0.0,0.0,34,39.0,44,False
